CITY,OBJECTID,DZCODE,CITY_NAME_,CITY_NAME2,dzcode_1,coord_long,coord_lat,pos_x,pos_y,cityclass,Area_km2,Shape_Length,Shape_Area,Cohesion,nCohesion,Cohesion_km,Proximity,nProximity,Spin,nSpin,Range,nRange
620200,42,6202,Jiayuguan,Jiayuguan,6202,98.27,39.8,5014,3641,2,98.84243216,42597.63818,98842432.16,5887.212946,0.862635885,5.887212946,4325.957109,0.864417015,22659495.82,0.694245882,17402.23164,0.644646792
441800,16,4418,Qingyuan,Qingyuan,4418,113.03,23.7,7567,7287,0,98.90276543,41195.54716,98902765.43,5605.898892,0.906200945,5.605898892,4127.388602,0.906280554,20304643.17,0.775234702,17000.43065,0.660084225
140400,214,1404,Changzhi,Changzhi,1404,113.07,36.12,7490,4561,0,100.1748711,38490.69444,100174871.1,5324.451223,0.960218562,5.324451223,3917.875738,0.960865374,17723506.59,0.899558212,14450.38201,0.781547048
510600,228,5106,Deyang,Deyang,5106,104.38,31.13,5914,5643,0,100.3496914,39689.58615,100349691.4,5511.706872,0.928404981,5.511706872,4047.193895,0.930974561,19233404.69,0.830385971,15731.9116,0.718507958
340400,24,3404,Huainan,Huainan,3404,116.97,32.6,8223,5303,0,100.5745828,41410.16296,100574582.8,5497.110811,0.931912596,5.497110811,4025.279403,0.937091273,18916742.26,0.846178574,15757.95262,0.718123913
330700,255,3307,jinhua,Jinhua,3307,119.63,29.12,8780,6026,0,102.8247005,38877.70309,102824700.5,5385.583814,0.961792733,5.385583814,3971.035389,0.960458875,18155269.64,0.901394453,14690.41567,0.778878474
440400,60,4404,zhuhai,Zhuhai,4404,113.52,22.3,7676,7586,0,103.4289472,49758.56067,103428947.2,5879.378139,0.883598994,5.879378139,4297.652078,0.890068852,22205541.2,0.741311732,18430.66792,0.622637161
610800,195,6108,Yulin,Yulin,6108,109.73,38.28,6909,4091,0,104.7601392,42087.66078,104760139.2,5830.184338,0.896770474,5.830184338,4289.769275,0.897424463,21992922.09,0.758111811,17698.72135,0.652546104
360700,152,3607,Ganzhou,Ganzhou,3607,114.88,25.84,7917,6808,0,105.5569436,46257.76845,105556943.6,5771.545377,0.909320208,5.771545377,4209.396696,0.918031011,21129857.62,0.795079155,16397.96726,0.706982148
210800,264,2108,Yingkou,Yingkou,2108,122.28,40.65,8963,3444,0,105.8800127,48164.52031,105880012.7,5702.946523,0.921665321,5.702946523,4162.304449,0.929837278,20277442.47,0.831038106,16162.49136,0.718379195
420500,124,4205,Yichang,Yichang,4205,111.28,30.7,7193,5765,0,107.8183641,49156.29604,107818364.1,6507.247229,0.815106987,6.507247229,4802.939553,0.813154468,27993376.62,0.612995918,19002.64219,0.616577166
430600,135,4306,Yueyang,Yueyang,4306,113.12,29.37,7546,6050,0,114.7369159,44735.28993,114736915.9,5904.34866,0.926712764,5.90434866,4324.72983,0.931593412,22094658.65,0.826486963,17559.57125,0.688323723
341300,28,3413,Suzhou,Suzhou,3413,116.96,33.6,8205,5083,0,116.1877937,42211.70369,116187793.7,5720.826976,0.962469539,5.720826976,4199.110471,0.965509957,20306091.49,0.910655883,15134.31875,0.803660152
231000,94,2310,Mudanjiang,Mudanjiang,2310,129.61,44.63,9975,2395,4,116.9726735,42781.30792,116972673.5,5863.99663,0.942136978,5.86399663,4301.227831,0.945765713,21589932.37,0.862289834,17038.20723,0.716264408
150400,182,1504,Chifeng,Chifeng,1504,118.92,42.27,8383,3146,0,117.5213127,43748.50283,117521312.7,5779.972614,0.958071872,5.779972614,4236.157546,0.96254273,20686115.81,0.904186074,16098.02196,0.759872733
511300,235,5113,Nanchong,Nanchong,5113,106.05,30.85,6221,5719,0,121.430628,46490.71224,121430628,6148.305148,0.915533543,6.148305148,4516.740414,0.917640967,23932137.92,0.807545266,16495.31139,0.753804389
370900,207,3709,Tai'an,Tai'an,3709,117.08,36.2,8186,4508,0,124.2007895,49016.28421,124200789.5,6215.198128,0.915952082,6.215198128,4534.41085,0.924432308,24242747.25,0.815384881,16697.66956,0.753115135
430200,137,4302,zhuzhou,Zhuzhou,4302,113.13,27.83,7558,6387,0,124.954446,42861.38228,124954446,5913.531488,0.965593863,5.913531488,4344.139014,0.967845303,21672177.02,0.917633596,16091.62438,0.783846511
230800,92,2308,Jiamusi,Jiamusi,2308,130.37,46.82,9992,1904,4,125.0858861,45298.27296,125085886.1,6090.083917,0.938094158,6.090083917,4467.373731,0.941641679,23290279.49,0.854778797,17741.99537,0.711306459
530300,249,5303,Qujing,Qujing,5303,103.78,25.45,5724,6878,0,125.7492251,49654.48516,125749225.1,6443.763935,0.888952572,6.443763935,4718.555183,0.893876304,26875135.92,0.744688727,19218.67156,0.658391709
411300,104,4113,Nanyang,Nanyang,4113,112.52,33,7411,5253,0,126.9786024,43753.3793,126978602.4,5931.888237,0.970371126,5.931888237,4354.081942,0.97342496,21709409.09,0.930899232,15835.46096,0.802952068
410200,102,4102,Kaifeng,Kaifeng,4102,114.3,34.8,7716,4845,4,127.4183624,43419.05444,127418362.4,5945.075908,0.969893747,5.945075908,4369.020494,0.971775023,21918814.91,0.925198844,16799.17217,0.758198966
410900,106,4109,Puyang,Puyang,4109,115.03,35.77,7834,4625,0,128.3056049,44150.42375,128305604.9,5963.677393,0.970228943,5.963677393,4368.826633,0.975195768,21810663.61,0.936260887,15317.05562,0.834454353
371400,197,3714,Dezhou,Dezhou,3714,116.3,37.45,8032,4241,0,129.1288966,45274.31625,129128896.6,6039.837479,0.961063362,6.039837479,4440.035607,0.962629289,22800849.12,0.901348107,16913.33179,0.758119401
371700,199,3717,Heze,Heze,3717,115.43,35.25,7911,4736,0,129.4456148,44619.53239,129445614.8,6063.650963,0.95846229,6.063650963,4449.790038,0.961696325,22853455.51,0.901478967,16174.78726,0.793706895
371100,206,3711,Rizhao,Rizhao,3711,119.52,35.42,8625,4645,0,130.4026375,46919.92153,130402637.5,6089.291737,0.957948055,6.089291737,4504.073705,0.953611553,23411198.94,0.886508393,16233.23114,0.793767429
230200,95,2302,Qiqiha'er,Qiqihar,2302,123.95,47.33,9027,1958,0,133.506002,48262.56845,133506002,6503.789102,0.907505988,6.503789102,4769.848493,0.911128466,26944621.84,0.788585577,18073.46012,0.721380086
130900,79,1309,Cangzhou,Cangzhou,1309,116.83,38.3,8110,4047,0,133.5733032,47985.34492,133573303.2,6177.155659,0.955733571,6.177155659,4533.657886,0.958837239,23881814.97,0.890169005,17223.25137,0.757181078
410700,109,4107,Xinxiang,Xinxiang,4107,113.9,35.3,7641,4737,0,136.6061672,48678.32672,136606167.2,6388.219186,0.934589502,6.388219186,4664.456418,0.942470831,25512790.29,0.85218224,18376.02358,0.717692938
131000,83,1310,Langfang,Langfang,1310,116.7,39.52,8070,3780,0,138.4761896,46007.74241,138476189.6,6235.692124,0.963980928,6.235692124,4591.996686,0.963872947,24240228.84,0.909198103,17095.72734,0.776703083
460200,77,4602,Sanya,Sanya,4602,109.5,18.25,6848,8464,0,138.7409254,62978.20189,138740925.4,7368.359265,0.816576833,7.368359265,5330.882361,0.83106884,35549879.01,0.621135844,23267.79251,0.571218376
430300,132,4303,Xiangtan,Xiangtan,4303,112.93,27.83,7520,6389,0,139.4807244,49513.13519,139480724.4,6452.59698,0.934949407,6.45259698,4722.433706,0.940643442,26284878.8,0.844555797,19838.78906,0.671733483
341200,21,3412,fuyang,Fuyang,3412,115.82,32.9,8010,5251,0,140.0741943,51986.56909,140074194.3,6675.630925,0.905633132,6.675630925,4867.854041,0.914482341,28288545.1,0.788075185,19787.57641,0.674903252
371500,203,3715,Liaocheng,Liaocheng,3715,115.98,36.45,7991,4465,0,141.8055932,44995.5881,141805593.2,6162.258277,0.987125424,6.162258277,4525.080245,0.989815385,23194856.38,0.973020085,15234.52839,0.882008408
440800,57,4408,Zhanjiang,Zhanjiang,4408,110.35,21.27,7028,7820,0,143.6453315,50722.6058,143645331.5,6558.572294,0.933473518,6.558572294,4788.067526,0.94149777,26762731.68,0.854242565,19393.52227,0.697339272
130400,81,1304,handan,Handan,1304,114.48,36.62,7730,4441,0,147.7434791,45434.21532,147743479.1,6285.275317,0.987860018,6.285275317,4624.154863,0.98867965,24230930.69,0.970416915,15830.04482,0.866417221
410500,99,4105,Anyang,Anyang,4105,114.38,36.1,7718,4557,0,147.9229302,50324.30152,147922930.2,6621.37186,0.938286193,6.62137186,4849.716727,0.943268177,27414716.5,0.858760131,18626.01341,0.736805567
510700,234,5107,Mianyang,Mianyang,5107,104.72,31.41,5980,5584,0,148.1054322,54707.05903,148105432.2,6940.079242,0.895749591,6.940079242,5058.396455,0.90491218,30551617.79,0.771537265,19589.10381,0.701012861
411400,108,4114,Shangqiu,Shangqiu,4114,115.65,34.45,7960,4910,0,148.3103953,48762.284,148310395.3,6536.525974,0.9517094,6.536525974,4808.260936,0.952646054,26645464.86,0.885866794,16488.49911,0.833411964
140700,217,1407,Jinzhong,Jinzhong,1407,112.75,37.68,7424,4217,0,148.90445,48018.00317,148904450,6316.077618,0.986897239,6.316077618,4646.316967,0.987822262,24492273.22,0.967606357,16769.70069,0.821076432
371600,196,3716,Binzhou,Binzhou,3716,117.97,37.38,8319,4236,0,149.1268976,47780.1173,149126897.6,6577.681931,0.948354428,6.577681931,4834.911285,0.949999302,27114473.08,0.875336313,17966.65589,0.766947791
410400,105,4104,Pingdingshan,Pingdingshan,4104,113.18,33.77,7525,5080,4,151.9725886,58017.01691,151972588.6,7922.486617,0.79485273,7.922486617,5822.39647,0.796369576,42520549.39,0.568835282,25146.62319,0.553169231
450500,62,4505,Beihai,Beihai,4505,109.11,21.44,6771,7782,0,156.2402744,49190.22525,156240274.4,6747.384105,0.946295155,6.747384105,4955.258883,0.948776572,28518106.99,0.871951704,19321.99126,0.729961029
420600,121,4206,Xiangyang,Xiangfan,4206,112.15,32.02,7349,5471,0,158.5377296,64605.13193,158537729.6,7811.646002,0.823359151,7.811646002,5780.81093,0.819240391,40097710.22,0.629264444,22845.00054,0.621913814
330500,253,3305,huzhou,Huzhou,3305,120.08,30.83,8827,5644,0,165.5134186,62354.17129,165513418.6,8271.461668,0.794510968,8.271461668,6112.907099,0.791594218,46311940.68,0.568801012,25114.37943,0.578028447
445200,13,4452,Jieyang,Jieyang,4452,116.39,23.56,8246,7285,0,166.7050037,61076.40004,166705003.7,7472.048992,0.882673648,7.472048992,5450.493577,0.890988893,35878470.95,0.739494317,23514.28145,0.619580392
130300,84,1303,Qinhuangdao,Qinhuangdao,1303,119.6,39.93,8542,3650,4,167.0249946,52664.23505,167024994.6,7132.555049,0.925574018,7.132555049,5228.329233,0.929740202,32130173.17,0.827348592,21888.91553,0.666225954
130600,78,1306,Baoding,Baoding,1306,115.47,38.87,7873,3935,0,169.0393828,52340.21855,169039382.8,7008.584245,0.947609061,7.008584245,5132.259766,0.952838121,30618239.55,0.878674076,19577.43085,0.749364836
370800,201,3708,jining,Jining,3708,116.58,35.42,8110,4686,0,170.5862384,54933.62361,170586238.4,7212.137217,0.925067811,7.212137217,5297.172547,0.927388447,32704447.31,0.83015141,19575.52809,0.752858865
341100,20,3411,Chuzhou,Chuzhou,3411,118.32,32.3,8474,5351,0,172.7254593,71305.30627,172725459.3,8491.648889,0.790590704,8.491648889,6120.947993,0.80759439,49721124.48,0.55288594,30158.57272,0.491725186
211000,177,2110,Liaoyang,Liaoyang,2110,123.16,41.25,9088,3295,0,177.0139181,69662.33995,177013918.1,7605.578612,0.893587329,7.605578612,5552.442595,0.901266928,36338103.21,0.775291982,22082.4273,0.679848209
370300,212,3703,Zibo,Zibo,3703,118.05,36.82,8343,4359,0,178.3232681,59019.94369,178323268.1,7656.334036,0.890940473,7.656334036,5594.02422,0.897870018,37557382.95,0.755671119,21871.32982,0.688943928
630100,186,6301,Xining,Xining,6301,101.77,36.56,5532,4413,0,183.5280229,76945.15126,183528022.9,8421.210344,0.821754766,8.421210344,6129.390123,0.831319052,45753247.73,0.638411337,24992.13424,0.611649898
350600,39,3506,Zhangzhou,Zhangzhou,3506,117.65,24.52,8484,7060,0,185.7372378,72000.86686,185737237.8,9090.649082,0.765808446,9.090649082,6606.588641,0.775900496,57074945.12,0.517933034,30079.88391,0.511244201
330400,254,3304,jiaxing,Jiaxing,3304,120.77,30.75,8957,5648,0,189.7671248,64195.33687,189767124.8,7758.557939,0.906974413,7.758557939,5641.479677,0.918441006,38249061.98,0.789623964,23721.51972,0.655274156
321300,143,3213,Suqian,Suqian,3213,118.23,33.95,8427,4989,0,192.120632,54932.39193,192120632,7256.400178,0.97573376,7.256400178,5317.732053,0.980379807,32291828.02,0.946894311,19270.70262,0.811604625
371000,209,3710,Weihai,Weihai,3710,122.12,37.52,9022,4134,0,195.7269743,98163.48308,195726974.3,10992.81682,0.650102601,10.99281682,8315.867102,0.632778341,81264688.88,0.383326582,30505.90572,0.517483464
340200,30,3402,Wuhu,Wuhu,3402,118.38,31.33,8503,5563,0,203.6854972,68178.70298,203685497.2,8361.209331,0.871919742,8.361209331,6117.144045,0.877536423,45408495.43,0.713909444,25116.40506,0.641176556
211100,178,2111,Panjin,Panjin,2111,122.07,41.12,8916,3345,0,216.9723138,81800.397,216972313.8,10680.19155,0.70451245,10.68019155,7728.049619,0.716912352,79691348.1,0.433324534,36771.20833,0.452011327
450200,69,4502,Liuzhou,Liuzhou,4502,109.39,24.28,6833,7170,0,227.6217736,59879.70242,227621773.6,7946.961557,0.969775802,7.946961557,5823.722248,0.97440623,38807049.43,0.933519321,20144.63617,0.845089163
140200,215,1402,Datong,Datong,1402,113.3,40.08,7500,3684,0,231.5911629,66206.01891,231591162.9,8693.963146,0.894146644,8.693963146,6421.184814,0.891414361,48990442.04,0.752368765,25521.35683,0.672840758
650200,243,6502,Kalamay,Karamay,6502,84.87,45.6,3154,2001,0,235.9810206,81646.40772,235981020.6,9633.940596,0.814516952,9.633940596,7033.37876,0.821501454,60933881.89,0.616365555,29689.45068,0.583836758
220200,165,2202,Jilin,Jilin,2202,126.51,43.85,9531,2650,0,242.8810541,74990.41386,242881054.1,9458.331392,0.841681627,9.458331392,6913.35413,0.847894504,58667995.27,0.658889402,28919.97978,0.608070443
410300,103,4103,Luoyang,Luoyang,4103,112.45,34.62,7390,4896,0,243.7873369,63115.61106,243787336.9,8209.285131,0.971551407,8.209285131,6044.196089,0.97162981,41756329.21,0.929199488,21750.93228,0.809995777
210300,168,2103,Anshan,Anshan,2103,122.98,41.1,9064,3331,0,260.4494809,68277.02375,260449480.9,8582.837926,0.960497835,8.582837926,6287.832808,0.965371709,45748911.64,0.906072316,24152.96055,0.753956753
321200,145,3212,Taizhou,Taizhou,3212,119.92,32.45,8761,5291,0,261.1572441,99883.0399,261157244.1,12590.43458,0.655655746,12.59043458,9351.018813,0.650018792,113077933.6,0.367573628,39575.8218,0.460761471
370700,208,3707,Weifang,Weifang,3707,119.15,36.7,8534,4369,0,262.8083401,68382.67287,262808340.1,8524.724221,0.971414959,8.524724221,6252.383475,0.97523161,44697895.16,0.935776646,22721.80849,0.805066464
440700,12,4407,jiangmen,Jiangmen,4407,113.05,22.56,7578,7533,0,263.3353875,92292.74161,263335387.5,10285.78128,0.805903201,10.28578128,7535.946962,0.809935777,69801759.24,0.600430835,32238.64459,0.567979809
340300,18,3403,Bangbo,Bengbu,3403,117.38,32.9,8292,5232,0,264.9740256,81766.72514,264974025.6,9205.303795,0.903293905,9.205303795,6707.694925,0.912771674,54306555.43,0.776553137,28396.70963,0.64682782
320700,140,3207,Lianyungang,Lianyungang,3207,119.22,34.6,8590,4830,4,267.4358089,111209.0779,267435808.9,12752.73248,0.655046429,12.75273248,9738.169199,0.631635117,110523713.3,0.385109491,35496.28504,0.519854652
610400,193,6104,Xianyang,Xianyang,6104,108.7,34.33,6723,4964,0,275.7049384,102537.629,275704938.4,10369.86833,0.817927075,10.36986833,7521.108507,0.830374919,70861102.63,0.619236819,38565.17636,0.485827406
130200,86,1302,Tangshan,Tangshan,1302,118.18,39.59,8314,3746,0,276.6742076,70936.78846,276674207.6,9421.974488,0.901795299,9.421974488,6907.577615,0.905716685,57257392.1,0.769054722,28323.88382,0.662653647
440500,53,4405,Shantou,Shantou,4405,116.68,23.35,8308,7327,0,279.1648895,72904.55044,279164889.5,9238.15463,0.923869702,9.23815463,6794.877927,0.924873943,53941305.91,0.823681803,26198.95184,0.71961721
320900,148,3209,Yancheng,Yancheng,3209,120.15,33.35,8783,5089,0,282.5061627,64245.68251,282506162.7,8699.594824,0.986916684,8.699594824,6388.21643,0.989619277,46242553.18,0.97231336,22622.24754,0.838365257
460100,76,4601,Haikou,Haikou,4601,110.31,20.03,7020,8085,0,285.3846249,85452.07624,285384624.9,10535.63404,0.819068385,10.53563404,7616.436463,0.83425202,73347317.2,0.619250648,34986.21201,0.544845567
350300,37,3503,Putian,Putian,3503,119,25.43,8735,6841,0,286.7602821,96480.16827,286760282.1,10722.29071,0.806747216,10.72229071,7963.204289,0.799844286,73213579.57,0.623372285,27101.27022,0.70505811
620100,45,6201,Lanzhou,Lanzhou,6201,103.85,36,5883,4563,0,289.4174991,85562.19719,289417499.1,11577.12856,0.750632028,11.57712856,8572.303423,0.74644646,91771769.64,0.501921514,36486.2425,0.526124241
210400,173,2104,Fushun,Fushun,2104,123.93,41.81,9195,3155,0,291.3167007,89075.23801,291316700.7,11120.52661,0.784012328,11.12052661,8261.136044,0.777099665,83390455.72,0.555992799,32303.03035,0.596203451
370500,198,3705,Dongying,Dongying,3705,118.67,37.43,8437,4215,0,292.2434843,109790.4768,292243484.3,11329.03012,0.770806274,11.32903012,8381.434097,0.767163424,80975376.69,0.574396774,29398.28619,0.656153522
340500,27,3405,Ma'anshan,Ma'anshan,3405,118.5,31.7,8518,5480,3,293.5882771,104926.4096,293588277.1,13598.13633,0.643658513,13.59813633,10155.45955,0.634605131,132477514,0.352709106,42443.83939,0.455522415
441300,11,4413,Huizhou,Huizhou,4413,114.4,23.04,7849,7419,0,296.2742788,116498.6681,296274278.8,11284.92004,0.779137383,11.28492004,8211.660699,0.78840575,80807588.55,0.583528315,33178.64714,0.585387387
320800,139,3208,Huai'an,Huai'an,3208,119.02,33.56,8575,5063,0,309.7703492,73031.53425,309770349.2,9322.138605,0.964428244,9.322138605,6818.31728,0.970904515,53230727.09,0.926184649,24834.38846,0.799689718
520100,74,5201,Guiyang,Guiyang,5201,106.63,26.65,6297,6644,0,323.1573145,107683.1583,323157314.5,10828.28019,0.848033608,10.82828019,7902.731461,0.855585814,75532499.96,0.680926542,35673.11305,0.568618577
150100,183,1501,Huhehaote,Hohhot,1501,111.73,40.83,7238,3525,0,348.3794585,83462.96943,348379458.5,10043.97243,0.949262472,10.04397243,7382.762376,0.950913875,63486849.61,0.873351147,29800.30585,0.706741523
321000,149,3210,Yangzhou,Yangzhou,3210,119.4,32.4,8668,5311,0,349.4969032,81812.75265,349496903.2,10367.32124,0.921129442,10.36732124,7582.293181,0.927373961,67227038.35,0.82740756,27433.28552,0.768951417
321100,150,3211,Zhenjiang,Zhenjiang,3211,119.45,32.2,8681,5354,0,354.791813,98050.26619,354791813,12586.42079,0.764451789,12.58642079,9357.017237,0.757152167,106021223.4,0.532599691,34862.6474,0.609651281
371300,204,3713,Linyi,Linyi,3713,118.35,35.05,8427,4745,0,356.6871235,90250.26159,356687123.5,10546.2329,0.914769996,10.5462329,7702.871454,0.922199474,69594278.97,0.815706689,29792.58576,0.715303874
320300,147,3203,Xuzhou,Xuzhou,3203,117.18,34.27,8234,4933,0,387.4754537,77663.81114,387475453.7,10196.73857,0.986112279,10.19673857,7499.364246,0.987259802,63807475.55,0.966479762,26984.91481,0.823106641
150200,180,1502,Baotou,Baotou,1502,109.83,40.65,6927,3567,0,414.2776568,97578.3063,414277656.8,11762.4655,0.883919972,11.7624655,8600.106911,0.890175649,88662331.98,0.743656696,36801.34974,0.624075406
640100,184,6401,Yinchuan,Yinchuan,6401,106.3,38.44,6330,4044,0,423.1218215,98893.57971,423121821.5,11359.72081,0.924976305,11.35972081,8253.27127,0.937433343,79901203.89,0.842814953,32528.25946,0.713554165
330600,259,3306,Shaoxing,Shaoxing,3306,120.57,30,8937,5816,0,427.2803968,113625.3469,427280396.8,11744.21955,0.899079047,11.74421955,8567.459093,0.90748248,89174128.68,0.762595477,36813.03019,0.633592425
130100,85,1301,Shijiazhuang,Shijiazhuang,1301,114.52,38.05,7722,4125,6,438.6323926,93377.65227,438632392.6,11510.73977,0.929421401,11.51073977,8426.999922,0.934783774,82944311.23,0.841655232,32283.23153,0.732029207
360100,156,3601,Nanchang,Nanchang,3601,115.85,28.68,8071,6178,0,452.9693864,90046.9036,452969386.4,11330.62908,0.95950216,11.33062908,8291.640264,0.965445535,79078210.42,0.911658427,29829.29119,0.805093928
450100,70,4501,Nanning,Nanning,4501,108.35,22.84,6619,7479,0,456.7113688,84834.41888,456711368.8,11358.12717,0.961124699,11.35812717,8353.06102,0.962296845,80760665.47,0.900040527,33164.41353,0.727115912
140100,221,1401,Taiyuan,Taiyuan,1401,112.55,37.87,7389,4176,0,490.7717944,111189.7977,490771794.4,13546.79582,0.835350556,13.54679582,9901.156879,0.841564991,120983194,0.645616589,42860.32469,0.583229389
350100,34,3501,Fuzhou,Fuzhou,3501,119.3,26.08,8781,6694,0,507.3966259,114605.1648,507396625.9,14015.7863,0.820959767,14.0157863,10209.829,0.829829985,131595424.3,0.613658731,46857.30044,0.542439844
331000,260,3310,Taizhou,Taizhou,3310,121.43,28.62,9133,6100,0,514.534892,170196.5733,514534892,16648.15911,0.695996012,16.64815911,12140.85436,0.702735625,185534064.1,0.441378632,51782.03495,0.494291749
500100,33,5000,Chongqing,Chongqing,5001,108.4,30.82,6657,5738,0,529.9952988,106316.6651,529995298.8,13827.45406,0.850470665,13.82745406,10130.2783,0.854768357,126952671.4,0.66443164,45274.28742,0.573772123
370100,200,3701,Jinan,Jinan,3701,117,36.63,8165,4414,0,530.7844127,103964.1261,530784412.7,13673.91071,0.860660546,13.67391071,10078.96594,0.859759349,122837971.7,0.6877105,40943.01339,0.63494241
530100,246,5301,Kunming,Kunming,5301,102.73,25.05,5510,6951,0,543.9793327,107764.5172,543979332.7,13939.86395,0.854669525,13.93986395,10196.49304,0.860348047,127175423.4,0.680768323,41526.70832,0.633751138
370600,210,3706,Yantai,Yantai,3706,121.43,37.45,8907,4163,0,558.0728246,165509.8888,558072824.6,18554.6435,0.65036682,18.5546435,13117.93511,0.677350981,240711069.1,0.368990296,62798.32176,0.424475334
210200,171,2102,Dalian,Dalian,2102,121.62,38.92,8901,3837,0,558.2608223,185984.6124,558260822.3,17424.42358,0.692668933,17.42442358,13120.09246,0.677353664,202769927.4,0.438181196,55140.23051,0.483509551
330300,261,3303,Wenzhou,Wenzhou,3303,120.64,27.95,8999,6262,0,561.8963875,167593.6026,561896387.5,16268.13652,0.744313447,16.26813652,12141.21896,0.734344139,172007581.1,0.519910733,46658.69442,0.573258624
430100,126,4301,Changsha,Changsha,4301,112.93,28.23,7517,6301,0,586.3151887,111935.465,586315188.7,13009.85058,0.950733545,13.00985058,9500.043966,0.958680209,104118571,0.89623743,37360.29214,0.731324913
650100,244,6501,Wulumuqi,"-""""rmqi",6501,87.62,43.82,3475,2479,0,597.039197,117033.1945,597039197,13488.6386,0.925334719,13.4886386,9863.246948,0.931784153,114114870.5,0.832684987,36230.99744,0.760985166
230100,90,2301,Haerbin,Harbin,2301,126.68,45.75,9487,2235,6,685.5126642,131038.8392,685512664.2,15081.08963,0.886830404,15.08108963,10992.75862,0.895849084,145900505.9,0.747788559,48029.45987,0.615113272
320600,142,3206,Nantong,Nantong,3206,120.88,31.98,8947,5376,5,708.8146407,165835.2661,708814640.7,17069.88809,0.796711745,17.06988809,12355.79956,0.810455717,188428481.2,0.598695872,52984.62826,0.566984919
370200,205,3702,Qingdao,Qingdao,3702,120.38,36.07,8760,4487,0,734.0049218,154700.2731,734004921.8,17068.44135,0.810813882,17.06844135,12564.09274,0.811058457,188305229.7,0.620378477,48884.47744,0.625364996
442000,59,4420,Zhongshan,Zhongshan,4420,113.39,22.5,7648,7544,0,738.4058903,173897.693,738405890.3,15542.45574,0.89308643,15.54245574,11458.87693,0.891947568,149783672.7,0.784604526,41273.54118,0.742900933
220100,164,2201,Changchun,Changchun,2201,125.32,43.9,9345,2668,0,744.3155334,135063.4904,744315533.4,14761.47185,0.94409225,14.76147185,10831.00564,0.947422215,136172399.5,0.869937644,41417.27104,0.743279441
230600,89,2306,Daqing,Daqing,2306,125.03,46.58,9211,2096,0,758.3495551,167041.7432,758349555.1,16341.20011,0.860827879,16.34120011,11795.21297,0.878137929,173671497,0.694961939,61821.19522,0.502634599
320400,138,3204,changzhou,Changzhou,3204,119.95,31.78,8782,5438,0,779.4612465,143781.8277,779461246.5,15833.55843,0.900708557,15.83355843,11578.33928,0.906953032,158975262.8,0.780342225,47272.92387,0.666407473
340100,22,3401,Hefei,Hefei,3401,117.25,31.83,8286,5469,0,853.9377239,139392.2388,853937723.9,16219.92827,0.92030064,16.21992827,11866.20492,0.926264587,164701009.7,0.825182615,46610.31306,0.707434343
330200,257,3302,Ningbo,Ningbo,3302,121.55,29.88,9123,5822,0,908.787523,162032.0973,908787523,17480.46456,0.88093479,17.48046456,12723.53169,0.891163328,194455642.7,0.743809871,52980.89588,0.642047175
410100,112,4101,Zhengzhou,Zhengzhou,4101,113.62,34.75,7596,4861,0,916.5176161,186826.0376,916517616.1,17366.68389,0.890469529,17.36668389,12622.33279,0.902120572,192474482.3,0.757857911,56807.64517,0.601338044
320200,146,3202,Wuxi,Wuxi,3202,120.3,31.57,8851,5477,0,941.4401086,183863.0146,941440108.6,16734.36233,0.936596939,16.73436233,12255.40421,0.941678192,175567517.8,0.853431482,48249.18645,0.717565273
510100,226,5101,Chengdu,Chengdu,5101,104.07,30.67,5850,5740,0,982.7092676,183424.0109,982709267.6,18167.17033,0.881436015,18.16717033,13188.04795,0.894058246,207729528.8,0.75291673,50857.06914,0.695530624
610100,191,6101,Xi'an,Xi'an,6101,108.93,34.27,6764,4977,0,991.1187275,178431.3346,991118727.5,18209.53979,0.883139734,18.20953979,13237.11019,0.894547614,212329020.7,0.742910433,59431.8631,0.597721057
210100,179,2101,Shenyang,Shenyang,2101,123.43,41.8,9115,3169,0,1099.253352,182972.5817,1099253352,18295.96075,0.925676489,18.29596075,13404.10001,0.930347178,209693938.4,0.834318846,50652.44547,0.7385902
320100,141,3201,Nanjing,Nanjing,3201,118.78,32.07,8562,5394,0,1339.367554,284011.9385,1339367554,22299.46291,0.83834164,22.29946291,16085.1361,0.855773732,317508376,0.67137431,75175.60713,0.549323277
420100,120,4201,Wuhan,Wuhan,4201,114.3,30.6,7757,5771,0,1396.985812,249082.6032,1396985812,20403.97382,0.9357219,20.40397382,14893.54735,0.943912314,259044308.7,0.858297944,58102.09447,0.725870704
440300,55,4403,Shenzhen,Shenzhen,4403,114.07,22.55,7787,7528,0,1410.319099,241378.4948,1410319099,23320.67464,0.822589454,23.32067464,17178.51011,0.822255909,355440590.2,0.631495845,63348.90461,0.668920712
330100,252,3301,Hangzhou,Hangzhou,3301,120.1,30.23,8844,5775,0,1511.593377,290223.0757,1511593377,21640.44073,0.917734256,21.64044073,15747.31301,0.928634544,290861886.4,0.827119568,61709.33624,0.710921542
440600,52,4406,Foshan,Foshan,4406,113.12,23.02,7589,7433,0,1728.519554,268823.5719,1728519554,25038.76382,0.848183498,25.03876382,18329.0083,0.853162946,408471355.5,0.67349259,73776.21423,0.63588099
441900,51,4419,dongguan,Dongguan,4419,113.76,23,7720,7433,0,1857.870962,309930.4447,1857870962,25667.4589,0.857808711,25.6674589,18729.37301,0.865602175,415466030.2,0.711705232,75651.15727,0.642905671
